time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1968-11-05T02:02:43.860Z,32.293,76.483,15,5.19,mw,,,,,iscgem,iscgem814813,2022-04-26T22:17:13.388Z,"17 km ENE of Dharamsala, India",earthquake,,12.7,0.2,,reviewed,iscgem,iscgem
1968-01-05T06:42:48.630Z,30.38,79.302,19.9,5.26,mw,,,,,iscgem,iscgem826993,2022-04-26T22:39:29.091Z,"13 km WSW of P?palkoti, India",earthquake,,12.4,0.2,,reviewed,iscgem,iscgem
1966-08-15T02:15:32.670Z,28.565,78.961,27,5.6,mw,,,,,iscgem,iscgem844491,2022-04-26T23:11:53.950Z,"4 km W of Sh?h?b?d, India",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1966-03-06T02:10:56.670Z,31.525,80.487,20,6.7,mw,,,,,iscgem,iscgem848978,2022-04-26T20:29:25.533Z,"138 km NE of Josh?math, India",earthquake,,25,0.54,,reviewed,iscgem,iscgem
1965-05-13T10:51:15.560Z,29.8,80.271,15,5.21,mw,,,,,iscgem,iscgem856834,2022-04-26T23:39:48.154Z,"24 km WSW of Dh?rchula, India",earthquake,,11.9,0.2,,reviewed,iscgem,iscgem
1965-03-18T02:41:27.160Z,29.732,80.365,15,5.4,mw,,,,,iscgem,iscgem858684,2022-04-26T23:43:09.224Z,"19 km SW of Dh?rchula, India",earthquake,,7.6,0.2,,reviewed,iscgem,iscgem
1964-09-26T00:46:01.270Z,29.829,80.474,25,5.9,mw,,,,,iscgem,iscgem864679,2022-04-26T23:58:37.256Z,"4 km WSW of Dh?rchula, India",earthquake,,11.9,0.2,,reviewed,iscgem,iscgem
1963-04-12T00:41:29.330Z,31.885,78.781,30,5.48,mw,,,,,iscgem,iscgem872138,2022-04-27T00:20:06.092Z,"102 km ENE of Sar?han, India",earthquake,,25,0.61,,reviewed,iscgem,iscgem
1958-12-28T05:34:40.950Z,29.926,79.9,15,6.06,mw,,,,,iscgem,iscgem885771,2022-04-26T17:06:43.668Z,"15 km NE of B?geshwar, India",earthquake,,8.1,0.2,,reviewed,iscgem,iscgem
1955-06-27T10:14:12.650Z,32.294,78.506,15,6.15,mw,,,,,iscgem,iscgem889685,2022-04-26T17:34:58.271Z,"109 km NE of Sar?han, India",earthquake,,8.6,0.2,,reviewed,iscgem,iscgem
1949-02-05T08:55:24.930Z,31.12,79.447,15,5.84,mw,,,,,iscgem,iscgem896313,2022-04-26T18:34:12.376Z,"63 km N of Josh?math, India",earthquake,,25,0.35,,reviewed,iscgem,iscgem
1948-05-05T08:31:49.130Z,30.518,78.475,15,5.51,mw,,,,,iscgem,iscgem897313,2022-04-26T18:41:40.215Z,"14 km N of Tehri, India",earthquake,,18,0.62,,reviewed,iscgem,iscgem
1947-08-19T20:07:10.820Z,31.182,80.013,15,5.99,mw,,,,,iscgem,iscgem897998,2022-04-26T18:50:27.782Z,"81 km NNE of Josh?math, India",earthquake,,25,0.63,,reviewed,iscgem,iscgem
1945-06-04T12:08:59.980Z,30.271,80.118,15,6.37,mw,,,,,iscgem,iscgem898946,2022-04-26T19:01:14.994Z,"58 km NE of B?geshwar, India",earthquake,,55.5,0.2,,reviewed,iscgem,iscgem
1937-10-20T01:23:48.060Z,30.913,78.228,15,5.92,mw,,,,,iscgem,iscgem903305,2022-04-25T21:17:30.038Z,"11 km N of Barkot, India",earthquake,,12.4,0.24,,reviewed,iscgem,iscgem
1935-03-15T10:33:55.740Z,29.621,79.672,15,5.53,mw,,,,,iscgem,iscgem904159,2022-04-25T21:08:33.540Z,"2 km NNE of Almora, India",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1935-03-05T22:15:56.510Z,29.822,80.371,15,6.04,mw,,,,,iscgem,iscgem904141,2022-04-25T21:31:52.651Z,"14 km W of Dh?rchula, India",earthquake,,11.9,0.2,,reviewed,iscgem,iscgem
1929-01-14T09:45:30.050Z,31.218,77.292,15,5.6,mw,,,,,iscgem,iscgem907855,2022-04-25T22:36:03.649Z,"12 km NNW of Theog, India",earthquake,,54.4,0.2,,reviewed,iscgem,iscgem
1914-10-09T02:39:13.480Z,32.313,76.037,20,6.26,mw,,,,,iscgem,iscgem914010,2022-04-26T00:07:37.405Z,"6 km N of Kotla, India",earthquake,,14.4,0.41,,reviewed,iscgem,iscgem
1911-10-14T23:24:00.000Z,30.993,80.336,20,6.55,mw,,,,,iscgem,iscgem16958167,2022-04-25T20:33:36.663Z,"88 km ENE of Josh?math, India",earthquake,,25,0.45,,reviewed,iscgem,iscgem
1906-02-27T19:41:19.560Z,31.894,76.112,15,6.61,mw,,,,,iscgemsup,iscgemsup610548628,2022-05-09T15:23:43.858Z,"10 km W of Dera Gopipur, India",earthquake,,15.1,0.79,,reviewed,iscgemsup,iscgemsup
